Time,2.05,2.67,4.83,6.57,7.91,8.1,9.2,6.95,5.74,4.58,2.37,0.37,
49,-3.51E-01,-6.22E-01,-1.36E+00,-1.72E+00,-2.17E+00,-2.83E+00,-2.90E+00,-2.46E+00,-2.11E+00,-1.75E+00,-9.70E-01,-6.18E-01,
50,-3.48E-01,-6.18E-01,-1.35E+00,-1.71E+00,-2.16E+00,-2.82E+00,-2.87E+00,-2.43E+00,-2.09E+00,-1.73E+00,-9.60E-01,-6.12E-01,
51,-1.90E-01,-5.55E-01,-9.18E-01,-1.10E+00,-1.20E+00,-1.67E+00,-2.04E+00,-1.97E+00,-1.92E+00,-1.73E+00,-1.29E+00,-1.09E+00,
52,-1.90E-01,-5.54E-01,-9.09E-01,-1.08E+00,-1.19E+00,-1.65E+00,-2.02E+00,-1.95E+00,-1.90E+00,-1.72E+00,-1.28E+00,-1.07E+00,
53,-1.90E-01,-5.49E-01,-8.99E-01,-1.08E+00,-1.18E+00,-1.64E+00,-2.01E+00,-1.94E+00,-1.88E+00,-1.70E+00,-1.26E+00,-1.06E+00,
54,-1.90E-01,-5.46E-01,-8.91E-01,-1.07E+00,-1.17E+00,-1.63E+00,-1.99E+00,-1.93E+00,-1.87E+00,-1.68E+00,-1.25E+00,-1.05E+00,
55,-1.90E-01,-5.45E-01,-8.84E-01,-1.06E+00,-1.17E+00,-1.61E+00,-1.98E+00,-1.91E+00,-1.85E+00,-1.66E+00,-1.24E+00,-1.04E+00,
56,-1.91E-01,-5.41E-01,-8.78E-01,-1.05E+00,-1.16E+00,-1.60E+00,-1.96E+00,-1.90E+00,-1.83E+00,-1.65E+00,-1.23E+00,-1.03E+00,
57,-1.91E-01,-5.38E-01,-8.70E-01,-1.04E+00,-1.15E+00,-1.59E+00,-1.94E+00,-1.89E+00,-1.81E+00,-1.63E+00,-1.22E+00,-1.02E+00,
58,-1.91E-01,-5.35E-01,-8.67E-01,-1.04E+00,-1.15E+00,-1.58E+00,-1.93E+00,-1.87E+00,-1.79E+00,-1.62E+00,-1.20E+00,-1.01E+00,
59,-1.91E-01,-5.29E-01,-8.60E-01,-1.03E+00,-1.14E+00,-1.56E+00,-1.92E+00,-1.87E+00,-1.78E+00,-1.61E+00,-1.19E+00,-1.00E+00,
60,-1.90E-01,-5.28E-01,-8.55E-01,-1.02E+00,-1.13E+00,-1.55E+00,-1.91E+00,-1.86E+00,-1.77E+00,-1.60E+00,-1.18E+00,-9.96E-01,
