Time,0.62,1.37,2.83,4.23,5.3,7.88,9.24,4.97,3.46,2.06,,,
0,-1.21E+01,-1.40E+01,-2.60E+01,-5.26E+01,-5.53E+01,-7.26E+01,-7.34E+01,-7.03E+01,-5.29E+01,-5.38E+01,,,
1,-8.78E+00,-1.02E+01,-1.89E+01,-3.85E+01,-4.07E+01,-5.35E+01,-5.36E+01,-5.12E+01,-3.80E+01,-3.82E+01,,,
2,-6.59E+00,-7.84E+00,-1.47E+01,-2.95E+01,-3.15E+01,-4.17E+01,-4.16E+01,-3.97E+01,-2.88E+01,-2.87E+01,,,
3,-4.84E+00,-6.09E+00,-1.17E+01,-2.34E+01,-2.52E+01,-3.38E+01,-3.37E+01,-3.20E+01,-2.28E+01,-2.24E+01,,,
4,-3.84E+00,-4.91E+00,-9.66E+00,-1.90E+01,-2.08E+01,-2.80E+01,-2.79E+01,-2.64E+01,-1.88E+01,-1.80E+01,,,
5,-3.31E+00,-4.47E+00,-8.17E+00,-1.59E+01,-1.78E+01,-2.39E+01,-2.38E+01,-2.22E+01,-1.57E+01,-1.48E+01,,,
6,-2.72E+00,-3.83E+00,-7.01E+00,-1.38E+01,-1.55E+01,-2.08E+01,-2.05E+01,-1.94E+01,-1.35E+01,-1.27E+01,,,
7,-2.27E+00,-3.35E+00,-6.15E+00,-1.20E+01,-1.36E+01,-1.85E+01,-1.82E+01,-1.69E+01,-1.16E+01,-1.09E+01,,,
8,-1.92E+00,-2.98E+00,-5.45E+00,-1.05E+01,-1.21E+01,-1.65E+01,-1.62E+01,-1.49E+01,-1.02E+01,-9.49E+00,,,
9,-1.68E+00,-2.70E+00,-4.92E+00,-9.39E+00,-1.09E+01,-1.49E+01,-1.46E+01,-1.33E+01,-9.08E+00,-8.35E+00,,,
10,-1.49E+00,-2.47E+00,-4.48E+00,-8.47E+00,-9.89E+00,-1.36E+01,-1.33E+01,-1.20E+01,-8.17E+00,-7.43E+00,,,
11,-1.33E+00,-2.28E+00,-4.12E+00,-7.69E+00,-9.06E+00,-1.25E+01,-1.22E+01,-1.10E+01,-7.42E+00,-6.68E+00,,,
12,-1.20E+00,-2.12E+00,-3.82E+00,-7.06E+00,-8.37E+00,-1.16E+01,-1.13E+01,-1.00E+01,-6.78E+00,-6.04E+00,,,
13,-1.10E+00,-1.99E+00,-3.57E+00,-6.52E+00,-7.78E+00,-1.08E+01,-1.06E+01,-9.27E+00,-6.27E+00,-5.52E+00,,,
14,-1.01E+00,-1.88E+00,-3.39E+00,-6.06E+00,-7.30E+00,-1.01E+01,-9.92E+00,-8.62E+00,-5.82E+00,-5.07E+00,,,
15,-9.45E-01,-1.79E+00,-3.21E+00,-5.67E+00,-6.84E+00,-9.53E+00,-9.36E+00,-8.04E+00,-5.43E+00,-4.71E+00,,,
16,-8.88E-01,-1.71E+00,-3.05E+00,-5.32E+00,-6.48E+00,-9.02E+00,-8.89E+00,-7.53E+00,-5.12E+00,-4.37E+00,,,
17,-8.39E-01,-1.64E+00,-2.91E+00,-5.02E+00,-6.13E+00,-8.55E+00,-8.48E+00,-7.12E+00,-4.82E+00,-4.11E+00,,,
18,-7.98E-01,-1.58E+00,-2.79E+00,-4.74E+00,-5.84E+00,-8.13E+00,-8.11E+00,-6.72E+00,-4.57E+00,-3.83E+00,,,
19,-7.60E-01,-1.53E+00,-2.68E+00,-4.52E+00,-5.62E+00,-7.80E+00,-7.77E+00,-6.40E+00,-4.33E+00,-3.62E+00,,,
20,-7.30E-01,-1.48E+00,-2.58E+00,-4.32E+00,-5.35E+00,-7.45E+00,-7.48E+00,-6.10E+00,-4.13E+00,-3.46E+00,,,
